student_id,last_name,first_name,sex,age,college,course,year_level,scholarship_type,gpa,monthly_income,scholarship_status
CSU-2022-1208,Dunn,Christina,Female,17.0,College Of Education,Bachelor of Secondary Education,2,CHED UniFAST,2.2,18516,Active
CSU-2022-1209,Williams,Nicole,Female,17.0,"College Of Management, Economics, And Business",BS Accountancy,2,None,1.89,105389,Active
CSU-2022-1210,Mays,Susan,Female,18.0,College Of Arts And Sciences,BA Communication,2,None,4.42,126989,Revoked
CSU-2022-1211,Cordova,Mathew,Male,23.0,College Of Computing And Information Sciences,BS Computer Science,4,LGU Sponsored,4.09,100832,Revoked
CSU-2022-1212,Graham,Carla,Female,22.0,College Of Engineering And Geosciences,BS Electrical Engineering,1,None,4.29,50945,Revoked
CSU-2022-1213,Moore,Cory,Male,18.0,College Of Engineering And Geosciences,BS Civil Engineering,3,DOST SEI,3.05,58664,Revoked
CSU-2022-1214,Moore,Melissa,Female,23.0,College Of Education,Bachelor of Elementary Education,3,CHED UniFAST,4.7,92799,Revoked
CSU-2022-1215,Long,Heather,Female,23.0,College Of Arts And Sciences,BS Biology,1,CHED UniFAST,1.38,146461,Active
CSU-2022-1216,Ray,Sandra,Female,17.0,College Of Arts And Sciences,BS Mathematics,2,DOST SEI,2.84,130434,Warning
CSU-2022-1217,Jackson,Darryl,Male,20.0,College Of Arts And Sciences,BS Biology,3,None,1.62,64097,Active
CSU-2022-1218,Miller,Christina,Female,22.0,College Of Engineering And Geosciences,BS Electrical Engineering,1,CHED UniFAST,2.06,97461,Active
CSU-2022-1219,Snyder,Geoffrey,Male,23.0,College Of Education,Bachelor of Secondary Education,2,LGU Sponsored,4.56,137006,Revoked
CSU-2022-1220,Edwards,Rita,Female,17.0,"College Of Management, Economics, And Business",BS Business Administration,4,CHED UniFAST,1.93,77651,Active
CSU-2022-1221,Anderson,April,Female,26.0,College Of Computing And Information Sciences,BS Information Technology,4,None,4.24,21611,Revoked
CSU-2022-1222,Buck,Ryan,Male,23.0,College Of Education,Bachelor of Elementary Education,1,None,3.28,95499,Revoked
CSU-2022-1223,George,Robyn,Female,22.0,College Of Engineering And Geosciences,BS Mechanical Engineering,1,DOST SEI,4.67,132461,Revoked
CSU-2022-1224,Waters,Amy,Female,26.0,College Of Computing And Information Sciences,BS Computer Science,4,LGU Sponsored,1.31,128250,Active
CSU-2022-1225,Williams,Taylor,Female,20.0,College Of Education,Bachelor of Elementary Education,3,None,2.3,123483,Active
CSU-2022-1226,Williams,Luke,Male,25.0,College Of Computing And Information Sciences,BS Information Systems,2,None,2.93,22203,Warning
CSU-2022-1227,Walsh,Raymond,Male,20.0,"College Of Management, Economics, And Business",BS Accountancy,1,CHED UniFAST,2.95,125028,Warning
CSU-2022-1228,Smith,Jeffrey,Male,18.0,College Of Engineering And Geosciences,BS Civil Engineering,2,None,4.6,26016,Revoked
CSU-2022-1229,Cabrera,Robin,Female,26.0,College Of Education,Bachelor of Elementary Education,3,None,3.3,51874,Revoked
CSU-2022-1230,Chapman,Stephanie,Female,18.0,"College Of Management, Economics, And Business",BS Business Administration,4,DOST SEI,3.38,25171,Revoked
CSU-2022-1231,Mcneil,Jason,Male,22.0,"College Of Management, Economics, And Business",BS Accountancy,1,DOST SEI,1.15,48192,Active
CSU-2022-1232,Church,Donald,Male,22.0,College Of Education,Bachelor of Secondary Education,3,CHED UniFAST,4.23,34366,Revoked
CSU-2022-1233,Payne,Rebecca,Female,24.0,College Of Computing And Information Sciences,BS Information Systems,1,DOST SEI,1.31,135109,Active
CSU-2022-1234,Graham,Joshua,Male,22.0,College Of Arts And Sciences,BA Communication,4,LGU Sponsored,1.22,58544,Active
CSU-2022-1235,Juarez,Dustin,Male,22.0,College Of Computing And Information Sciences,BS Information Technology,1,LGU Sponsored,4.08,81852,Revoked
CSU-2022-1236,Wilcox,Dennis,Male,24.0,College Of Engineering And Geosciences,BS Civil Engineering,4,LGU Sponsored,4.52,146933,Revoked
CSU-2022-1237,Ramos,Alisha,Female,22.0,College Of Arts And Sciences,BS Biology,3,DOST SEI,2.67,129231,Warning
CSU-2022-1238,Williams,Benjamin,Male,22.0,"College Of Management, Economics, And Business",BS Economics,1,DOST SEI,4.47,115134,Revoked
CSU-2022-1239,Medina,Diana,Female,21.0,College Of Arts And Sciences,BA Communication,3,None,4.08,10631,Revoked
CSU-2022-1240,Carpenter,Michelle,Female,18.0,College Of Arts And Sciences,BS Biology,2,None,3.61,54561,Revoked
CSU-2022-1241,Barnett,Wendy,Female,19.0,"College Of Management, Economics, And Business",BS Economics,1,DOST SEI,4.71,10776,Revoked
CSU-2022-1242,Hodge,Brandon,Male,25.0,College Of Education,Bachelor of Elementary Education,1,None,4.11,141215,Revoked
CSU-2022-1243,Brown,Michael,Male,22.0,College Of Education,Bachelor of Elementary Education,3,CHED UniFAST,1.22,112922,Active
CSU-2022-1244,Kemp,Cathy,Female,20.0,College Of Engineering And Geosciences,BS Electrical Engineering,2,None,3.1,90539,Revoked
CSU-2022-1245,Ramsey,Ashley,Female,18.0,College Of Engineering And Geosciences,BS Civil Engineering,1,None,3.16,143979,Revoked
CSU-2022-1246,Fowler,Gloria,Female,19.0,College Of Arts And Sciences,BS Biology,2,CHED UniFAST,2.31,125063,Active
CSU-2022-1247,Burke,Jamie,Female,17.0,College Of Arts And Sciences,BS Biology,4,DOST SEI,3.79,39591,Revoked
CSU-2022-1248,Carson,Kaitlyn,Female,24.0,College Of Engineering And Geosciences,BS Electrical Engineering,2,LGU Sponsored,1.2,50019,Active
CSU-2022-1249,Nguyen,Michael,Male,22.0,"College Of Management, Economics, And Business",BS Accountancy,4,LGU Sponsored,3.93,64449,Revoked
CSU-2022-1250,Atkins,Ana,Female,19.0,"College Of Management, Economics, And Business",BS Accountancy,2,None,4.88,102491,Revoked
CSU-2022-1251,Garcia,David,Male,24.0,College Of Engineering And Geosciences,BS Electrical Engineering,3,LGU Sponsored,3.38,17404,Revoked
CSU-2022-1252,Baker,Joel,Male,21.0,College Of Computing And Information Sciences,BS Information Systems,1,None,1.36,97568,Active
CSU-2022-1253,Murphy,Richard,Male,22.0,"College Of Management, Economics, And Business",BS Accountancy,1,None,2.73,124518,Warning
CSU-2022-1254,Beard,Samantha,Female,17.0,College Of Engineering And Geosciences,BS Electrical Engineering,4,CHED UniFAST,4.15,47150,Revoked
CSU-2022-1255,Mora,Alan,Male,23.0,College Of Arts And Sciences,BS Mathematics,1,DOST SEI,1.53,52783,Active
CSU-2022-1256,Blackwell,Michael,Male,22.0,College Of Computing And Information Sciences,BS Information Technology,2,CHED UniFAST,1.33,45235,Active
CSU-2022-1257,Austin,Jonathan,Male,24.0,"College Of Management, Economics, And Business",BS Accountancy,4,None,3.29,67365,Revoked
CSU-2022-1258,Ward,Maria,Female,20.0,College Of Computing And Information Sciences,BS Computer Science,2,LGU Sponsored,3.19,15787,Revoked
CSU-2022-1259,Miller,Lori,Female,18.0,College Of Arts And Sciences,BA Communication,3,CHED UniFAST,1.34,38154,Active
CSU-2022-1260,Fernandez,David,Male,23.0,College Of Computing And Information Sciences,BS Computer Science,4,CHED UniFAST,3.01,73264,Revoked
CSU-2022-1261,Williams,Christopher,Male,19.0,College Of Education,Bachelor of Secondary Education,3,DOST SEI,3.79,53364,Revoked
CSU-2022-1262,Brown,Brandon,Male,26.0,College Of Arts And Sciences,BS Mathematics,4,CHED UniFAST,1.54,14093,Active
CSU-2022-1263,Shaw,Patricia,Female,18.0,College Of Computing And Information Sciences,BS Information Systems,1,DOST SEI,3.24,95137,Revoked
CSU-2022-1264,Brown,Sherri,Female,22.0,College Of Education,Bachelor of Secondary Education,3,None,2.58,102757,Warning
CSU-2022-1265,Jefferson,Jennifer,Female,20.0,"College Of Management, Economics, And Business",BS Business Administration,1,None,3.29,146522,Revoked
CSU-2022-1266,Sutton,Jeffrey,Male,22.0,"College Of Management, Economics, And Business",BS Business Administration,3,None,3.46,144891,Revoked
CSU-2022-1267,Vasquez,Nancy,Female,24.0,College Of Engineering And Geosciences,BS Mechanical Engineering,2,None,3.1,36847,Revoked
CSU-2022-1268,Shaw,Robin,Female,17.0,College Of Computing And Information Sciences,BS Information Systems,3,CHED UniFAST,1.29,111053,Active
CSU-2022-1269,Bradshaw,Karen,Female,21.0,College Of Engineering And Geosciences,BS Civil Engineering,4,None,4.11,43111,Revoked
CSU-2022-1270,Roberson,Tonya,Female,17.0,College Of Arts And Sciences,BS Mathematics,2,CHED UniFAST,3.74,88943,Revoked
CSU-2022-1271,King,Sydney,Female,21.0,College Of Computing And Information Sciences,BS Information Systems,1,None,1.36,6125,Active
CSU-2022-1272,Matthews,Alyssa,Female,23.0,College Of Education,Bachelor of Elementary Education,3,None,3.69,82478,Revoked
CSU-2022-1273,Long,Kelly,Female,25.0,College Of Education,Bachelor of Elementary Education,3,None,2.46,80976,Active
CSU-2022-1274,Nichols,Nicole,Female,26.0,College Of Education,Bachelor of Secondary Education,2,LGU Sponsored,1.76,120895,Active
CSU-2022-1275,Johnson,Kevin,Male,22.0,"College Of Management, Economics, And Business",BS Business Administration,3,DOST SEI,2.38,34442,Active
CSU-2022-1276,White,Taylor,Female,19.0,College Of Arts And Sciences,BA Communication,4,DOST SEI,3.62,15506,Revoked
CSU-2022-1277,Cabrera,Deborah,Female,26.0,College Of Computing And Information Sciences,BS Information Systems,4,CHED UniFAST,2.22,149430,Active
CSU-2022-1278,Wilson,Victoria,Female,22.0,College Of Computing And Information Sciences,BS Computer Science,2,None,4.95,85761,Revoked
CSU-2022-1279,Wong,Gina,Female,17.0,College Of Engineering And Geosciences,BS Mechanical Engineering,2,CHED UniFAST,4.29,110284,Revoked
CSU-2022-1280,Hardin,Lisa,Female,26.0,"College Of Management, Economics, And Business",BS Accountancy,1,None,2.77,121909,Warning
CSU-2022-1281,Miller,Shannon,Female,24.0,College Of Education,Bachelor of Elementary Education,1,LGU Sponsored,1.58,29243,Active
CSU-2022-1282,Bennett,Laura,Female,22.0,College Of Arts And Sciences,BS Mathematics,3,CHED UniFAST,1.18,19426,Active
CSU-2022-1283,Smith,Carlos,Male,24.0,College Of Computing And Information Sciences,BS Computer Science,4,None,4.27,143001,Revoked
CSU-2022-1284,Haas,Teresa,Female,24.0,College Of Computing And Information Sciences,BS Information Technology,2,None,3.74,77856,Revoked
CSU-2022-1285,Henderson,Michele,Female,20.0,"College Of Management, Economics, And Business",BS Economics,1,CHED UniFAST,4.03,10910,Revoked
CSU-2022-1286,Cooper,Joshua,Male,24.0,College Of Computing And Information Sciences,BS Information Technology,1,None,1.34,146141,Active
CSU-2022-1287,Martinez,Nancy,Female,18.0,"College Of Management, Economics, And Business",BS Economics,3,None,3.96,27905,Revoked
CSU-2022-1288,Bruce,Christopher,Male,22.0,College Of Engineering And Geosciences,BS Mechanical Engineering,2,CHED UniFAST,4.8,55973,Revoked
CSU-2022-1289,Wilson,Michael,Male,24.0,College Of Engineering And Geosciences,BS Civil Engineering,1,DOST SEI,4.48,88298,Revoked
CSU-2022-1290,Bates,Barbara,Female,22.0,College Of Arts And Sciences,BS Mathematics,2,None,2.15,99650,Active
CSU-2022-1291,Huber,Amanda,Female,23.0,College Of Computing And Information Sciences,BS Computer Science,4,LGU Sponsored,2.37,43783,Active
CSU-2022-1292,Poole,Cole,Male,22.0,College Of Education,Bachelor of Secondary Education,1,DOST SEI,4.22,101896,Revoked
CSU-2022-1293,Frazier,Mark,Male,25.0,College Of Arts And Sciences,BS Mathematics,2,None,2.8,102735,Warning
CSU-2022-1294,Watson,Antonio,Male,18.0,College Of Engineering And Geosciences,BS Electrical Engineering,2,DOST SEI,1.09,79619,Active
CSU-2022-1295,Peters,Brandon,Male,22.0,College Of Engineering And Geosciences,BS Electrical Engineering,3,None,1.84,97105,Active
CSU-2022-1296,Davis,Samantha,Female,19.0,"College Of Management, Economics, And Business",BS Business Administration,3,None,3.15,121805,Revoked
CSU-2022-1297,Williams,Edward,Male,26.0,College Of Computing And Information Sciences,BS Information Systems,2,CHED UniFAST,3.19,61543,Revoked
CSU-2022-1298,Erickson,Jillian,Female,26.0,College Of Arts And Sciences,BA Communication,1,None,2.03,113949,Active
CSU-2022-1299,Garcia,James,Male,26.0,College Of Computing And Information Sciences,BS Computer Science,3,None,2.93,80663,Warning
CSU-2022-1300,Ruiz,Lucas,Male,24.0,College Of Arts And Sciences,BS Mathematics,3,None,3.92,116105,Revoked
CSU-2022-1301,Mills,Alan,Male,23.0,"College Of Management, Economics, And Business",BS Accountancy,3,LGU Sponsored,3.78,41586,Revoked
CSU-2022-1302,Cox,Christina,Female,23.0,College Of Computing And Information Sciences,BS Computer Science,4,LGU Sponsored,1.07,42654,Active
CSU-2022-1303,Flores,Thomas,Male,22.0,"College Of Management, Economics, And Business",BS Economics,3,None,3.33,84490,Revoked
CSU-2022-1304,Gonzalez,Scott,Male,22.0,"College Of Management, Economics, And Business",BS Accountancy,1,DOST SEI,3.11,142704,Revoked
CSU-2022-1305,Smith,Crystal,Female,24.0,College Of Education,Bachelor of Secondary Education,2,CHED UniFAST,1.68,22331,Active
CSU-2022-1306,Christensen,Jenna,Female,26.0,College Of Computing And Information Sciences,BS Information Technology,4,CHED UniFAST,2.14,28186,Active
CSU-2022-1307,Stewart,Catherine,Female,20.0,College Of Engineering And Geosciences,BS Electrical Engineering,2,LGU Sponsored,4.16,112337,Revoked
CSU-2022-1308,Anderson,Ashley,Female,21.0,College Of Arts And Sciences,BS Mathematics,4,CHED UniFAST,2.09,113662,Active
CSU-2022-1309,Kaufman,Scott,Male,20.0,College Of Education,Bachelor of Elementary Education,3,CHED UniFAST,2.86,126141,Warning
CSU-2022-1310,Pittman,Jamie,Female,21.0,"College Of Management, Economics, And Business",BS Accountancy,1,None,4.78,57234,Revoked
CSU-2022-1311,Harris,Yesenia,Female,22.0,College Of Education,Bachelor of Secondary Education,4,DOST SEI,2.55,105078,Warning
CSU-2022-1312,Moore,James,Male,22.0,College Of Education,Bachelor of Secondary Education,3,CHED UniFAST,2.09,133604,Active
CSU-2022-1313,Welch,Nicole,Female,26.0,College Of Arts And Sciences,BS Mathematics,1,CHED UniFAST,4.41,84165,Revoked
CSU-2022-1314,Martinez,Pamela,Female,22.0,College Of Computing And Information Sciences,BS Information Technology,3,None,2.44,134525,Active
CSU-2022-1315,Drake,Anita,Female,25.0,College Of Engineering And Geosciences,BS Mechanical Engineering,1,CHED UniFAST,1.43,63856,Active
CSU-2022-1316,Nguyen,Wendy,Female,22.0,College Of Engineering And Geosciences,BS Mechanical Engineering,4,CHED UniFAST,2.17,5641,Active
CSU-2022-1317,Fitzgerald,Lindsay,Female,26.0,College Of Arts And Sciences,BS Biology,3,CHED UniFAST,4.53,73859,Revoked
CSU-2022-1318,Glenn,Leah,Female,26.0,College Of Arts And Sciences,BA Communication,3,LGU Sponsored,1.92,128873,Active
CSU-2022-1319,Garcia,Shannon,Female,26.0,College Of Arts And Sciences,BA Communication,3,LGU Sponsored,2.52,80415,Warning
CSU-2022-1320,Simpson,Jade,Female,18.0,College Of Computing And Information Sciences,BS Information Technology,4,LGU Sponsored,4.91,52021,Revoked
CSU-2022-1321,Reyes,Lisa,Female,21.0,College Of Computing And Information Sciences,BS Information Systems,2,None,4.62,69159,Revoked
CSU-2022-1322,Floyd,Alexander,Male,25.0,College Of Arts And Sciences,BS Mathematics,4,CHED UniFAST,4.47,36288,Revoked
CSU-2022-1323,Warner,Robert,Male,20.0,College Of Engineering And Geosciences,BS Civil Engineering,1,DOST SEI,1.35,134250,Active
CSU-2022-1324,Smith,Sara,Female,20.0,College Of Education,Bachelor of Secondary Education,4,LGU Sponsored,1.8,99833,Active
CSU-2022-1325,Robles,Shane,Male,19.0,College Of Arts And Sciences,BS Mathematics,2,LGU Sponsored,4.87,119312,Revoked
CSU-2022-1326,Bailey,Gabrielle,Female,19.0,College Of Education,Bachelor of Elementary Education,4,None,4.71,129791,Revoked
CSU-2022-1327,Oliver,Melissa,Female,21.0,"College Of Management, Economics, And Business",BS Economics,4,CHED UniFAST,1.16,102832,Active
CSU-2022-1328,Miller,Samantha,Female,20.0,College Of Engineering And Geosciences,BS Electrical Engineering,3,None,4.69,73036,Revoked
CSU-2022-1329,Williams,Latoya,Female,22.0,College Of Engineering And Geosciences,BS Mechanical Engineering,4,DOST SEI,2.33,20338,Active
CSU-2022-1330,Barton,Tyler,Male,26.0,"College Of Management, Economics, And Business",BS Accountancy,4,None,2.57,88802,Warning
CSU-2022-1331,Williams,John,Male,21.0,College Of Education,Bachelor of Elementary Education,1,CHED UniFAST,1.63,40519,Active
CSU-2022-1332,Watkins,Angela,Female,21.0,College Of Computing And Information Sciences,BS Information Technology,4,CHED UniFAST,2.39,47810,Active
CSU-2022-1333,Gardner,Laurie,Female,22.0,College Of Arts And Sciences,BS Mathematics,1,None,2.41,76478,Active
CSU-2022-1334,Smith,Juan,Male,17.0,College Of Arts And Sciences,BS Biology,2,None,3.5,114973,Revoked
CSU-2022-1335,Bush,Anna,Female,22.0,College Of Computing And Information Sciences,BS Computer Science,4,CHED UniFAST,4.98,17770,Revoked
CSU-2022-1336,Barrera,Gregory,Male,23.0,College Of Engineering And Geosciences,BS Civil Engineering,4,LGU Sponsored,2.1,81457,Active
CSU-2022-1337,Owen,Vanessa,Female,21.0,College Of Engineering And Geosciences,BS Electrical Engineering,1,None,1.25,139707,Active
CSU-2022-1338,Mays,Stephen,Male,25.0,College Of Computing And Information Sciences,BS Information Systems,1,None,2.03,53037,Active
CSU-2022-1339,Lambert,Troy,Male,17.0,College Of Engineering And Geosciences,BS Electrical Engineering,4,None,2.55,48813,Warning
CSU-2022-1340,Morris,Susan,Female,17.0,College Of Engineering And Geosciences,BS Mechanical Engineering,1,CHED UniFAST,5.0,87892,Revoked
CSU-2022-1341,Hood,Barbara,Female,21.0,College Of Arts And Sciences,BS Biology,4,None,4.78,76161,Revoked
CSU-2022-1342,Davis,Christina,Female,19.0,College Of Arts And Sciences,BA Communication,4,CHED UniFAST,1.9,30122,Active
CSU-2022-1343,Miller,Mario,Male,24.0,College Of Computing And Information Sciences,BS Information Technology,3,None,2.37,42674,Active
CSU-2022-1344,Mccarthy,Emily,Female,21.0,College Of Computing And Information Sciences,BS Information Systems,2,CHED UniFAST,2.57,40900,Warning
CSU-2022-1345,Bowen,Laura,Female,18.0,College Of Education,Bachelor of Elementary Education,4,None,1.55,102783,Active
CSU-2022-1346,Schmidt,Cynthia,Female,22.0,College Of Engineering And Geosciences,BS Civil Engineering,2,CHED UniFAST,3.92,113001,Revoked
CSU-2022-1347,Novak,Jennifer,Female,21.0,College Of Education,Bachelor of Secondary Education,3,DOST SEI,4.84,47737,Revoked
CSU-2022-1348,Yang,Jillian,Female,22.0,College Of Arts And Sciences,BS Biology,2,CHED UniFAST,4.49,62114,Revoked
CSU-2022-1349,Clark,Cynthia,Female,19.0,College Of Computing And Information Sciences,BS Information Technology,4,None,1.91,136958,Active
CSU-2022-1350,Tucker,David,Male,21.0,"College Of Management, Economics, And Business",BS Economics,3,None,1.96,54392,Active
CSU-2022-1351,Ashley,Chloe,Female,19.0,College Of Engineering And Geosciences,BS Civil Engineering,4,None,1.61,114404,Active
CSU-2022-1352,Alvarez,Jasmine,Female,25.0,College Of Arts And Sciences,BS Mathematics,4,None,4.88,25027,Revoked
CSU-2022-1353,Johnson,Jose,Male,25.0,College Of Engineering And Geosciences,BS Civil Engineering,4,LGU Sponsored,2.32,39401,Active
CSU-2022-1354,Oneill,Gregory,Male,17.0,"College Of Management, Economics, And Business",BS Business Administration,2,LGU Sponsored,3.17,130702,Revoked
CSU-2022-1355,Miller,Kathleen,Female,25.0,College Of Engineering And Geosciences,BS Civil Engineering,4,CHED UniFAST,3.61,86677,Revoked
CSU-2022-1356,Howe,Alyssa,Female,18.0,College Of Engineering And Geosciences,BS Mechanical Engineering,4,None,3.17,41441,Revoked
CSU-2022-1357,Taylor,Betty,Female,24.0,College Of Education,Bachelor of Secondary Education,1,LGU Sponsored,1.81,142133,Active
CSU-2022-1358,Ramirez,Jacob,Male,23.0,"College Of Management, Economics, And Business",BS Economics,3,None,1.55,50143,Active
CSU-2022-1359,Anderson,John,Male,17.0,College Of Engineering And Geosciences,BS Mechanical Engineering,4,DOST SEI,3.75,12539,Revoked
CSU-2022-1360,Diaz,Michael,Male,18.0,College Of Computing And Information Sciences,BS Information Systems,4,CHED UniFAST,4.64,63289,Revoked
CSU-2022-1361,Gallegos,Jesse,Male,23.0,College Of Education,Bachelor of Secondary Education,3,None,4.98,42318,Revoked
CSU-2022-1362,Grimes,Maria,Female,23.0,College Of Education,Bachelor of Elementary Education,1,None,1.58,85590,Active
CSU-2022-1363,Davis,Susan,Female,18.0,College Of Arts And Sciences,BS Biology,2,None,4.73,60008,Revoked
CSU-2022-1364,Vazquez,Andrew,Male,17.0,College Of Education,Bachelor of Secondary Education,1,None,2.27,25605,Active
CSU-2022-1365,Medina,Donna,Female,22.0,College Of Education,Bachelor of Elementary Education,2,LGU Sponsored,3.23,34287,Revoked
CSU-2022-1366,Brandt,Brian,Male,18.0,College Of Engineering And Geosciences,BS Electrical Engineering,1,None,1.47,9929,Active
CSU-2022-1367,Nguyen,Edward,Male,20.0,College Of Education,Bachelor of Secondary Education,1,CHED UniFAST,2.27,118048,Active
CSU-2022-1368,Cordova,Lawrence,Male,20.0,College Of Computing And Information Sciences,BS Information Technology,1,DOST SEI,4.52,56472,Revoked
CSU-2022-1369,Weber,Michael,Male,17.0,College Of Engineering And Geosciences,BS Mechanical Engineering,2,LGU Sponsored,1.12,13596,Active
CSU-2022-1370,Kelley,Susan,Female,26.0,"College Of Management, Economics, And Business",BS Business Administration,3,CHED UniFAST,2.27,127967,Active
CSU-2022-1371,Thompson,Raymond,Male,23.0,College Of Engineering And Geosciences,BS Mechanical Engineering,3,CHED UniFAST,4.89,71325,Revoked
CSU-2022-1372,Robertson,Jeffrey,Male,23.0,College Of Arts And Sciences,BA Communication,4,CHED UniFAST,2.21,22366,Active
CSU-2022-1373,Brown,Tracey,Female,25.0,"College Of Management, Economics, And Business",BS Economics,3,None,3.98,7692,Revoked
CSU-2022-1374,Shepard,Alyssa,Female,23.0,College Of Education,Bachelor of Secondary Education,2,None,4.58,37451,Revoked
CSU-2022-1375,Clayton,Charles,Male,21.0,College Of Education,Bachelor of Secondary Education,2,None,2.1,57435,Active
CSU-2022-1376,Gonzalez,Chelsea,Female,23.0,College Of Computing And Information Sciences,BS Information Systems,2,DOST SEI,4.12,97152,Revoked
CSU-2022-1377,Vasquez,Charlene,Female,18.0,"College Of Management, Economics, And Business",BS Business Administration,4,None,1.53,28797,Active
CSU-2022-1378,Gill,Terry,Male,17.0,College Of Computing And Information Sciences,BS Information Systems,3,DOST SEI,1.1,77712,Active
CSU-2022-1379,Vazquez,Steven,Male,18.0,College Of Arts And Sciences,BA Communication,2,None,4.94,97327,Revoked
CSU-2022-1380,Sanders,William,Male,24.0,College Of Arts And Sciences,BA Communication,2,None,2.07,136238,Active
CSU-2022-1381,Barnes,Luis,Male,20.0,"College Of Management, Economics, And Business",BS Accountancy,2,None,3.27,137358,Revoked
CSU-2022-1382,Young,Sarah,Female,20.0,College Of Computing And Information Sciences,BS Information Systems,2,DOST SEI,3.39,30979,Revoked
CSU-2022-1383,Morris,Sherry,Female,21.0,College Of Engineering And Geosciences,BS Mechanical Engineering,4,LGU Sponsored,3.75,143631,Revoked
CSU-2022-1384,Davis,Rachel,Female,22.0,"College Of Management, Economics, And Business",BS Accountancy,4,LGU Sponsored,1.32,55213,Active
CSU-2022-1385,Osborne,Zachary,Male,22.0,College Of Education,Bachelor of Elementary Education,3,DOST SEI,4.12,50029,Revoked
CSU-2022-1386,Stewart,Jeffrey,Male,17.0,College Of Arts And Sciences,BS Biology,3,LGU Sponsored,3.01,30869,Revoked
CSU-2022-1387,Gardner,Amanda,Female,21.0,College Of Arts And Sciences,BA Communication,2,CHED UniFAST,2.88,137171,Warning
CSU-2022-1388,Fields,Theodore,Male,24.0,College Of Engineering And Geosciences,BS Electrical Engineering,3,CHED UniFAST,3.6,101066,Revoked
CSU-2022-1389,Ramirez,Cynthia,Female,19.0,College Of Education,Bachelor of Elementary Education,3,CHED UniFAST,4.41,120255,Revoked
CSU-2022-1390,Gonzales,Andrew,Male,25.0,College Of Arts And Sciences,BS Mathematics,1,LGU Sponsored,2.9,52408,Warning
CSU-2022-1391,Fleming,Cameron,Male,17.0,College Of Computing And Information Sciences,BS Information Systems,4,CHED UniFAST,1.66,104513,Active
CSU-2022-1392,Thomas,Samuel,Male,17.0,College Of Engineering And Geosciences,BS Civil Engineering,2,LGU Sponsored,1.91,61170,Active
CSU-2022-1393,Collins,Ashley,Female,24.0,"College Of Management, Economics, And Business",BS Business Administration,1,CHED UniFAST,2.63,111844,Warning
CSU-2022-1394,Delacruz,Joel,Male,17.0,College Of Arts And Sciences,BS Mathematics,3,LGU Sponsored,4.88,87386,Revoked
CSU-2022-1395,Peck,Jasmine,Female,19.0,"College Of Management, Economics, And Business",BS Business Administration,1,None,4.8,127133,Revoked
CSU-2022-1396,Pierce,David,Male,20.0,College Of Arts And Sciences,BS Biology,3,None,3.97,141243,Revoked
CSU-2022-1397,Holmes,Jason,Male,22.0,"College Of Management, Economics, And Business",BS Accountancy,4,LGU Sponsored,4.03,134975,Revoked
CSU-2022-1398,Finley,Cory,Male,21.0,College Of Engineering And Geosciences,BS Mechanical Engineering,1,None,1.71,80568,Active
CSU-2022-1399,Simpson,Catherine,Female,22.0,College Of Computing And Information Sciences,BS Computer Science,4,LGU Sponsored,4.82,26560,Revoked
CSU-2023-1400,Parker,Peter,Male,19.0,College Of Computing And Information Sciences,BS Information Systems,1,LGU Sponsored,4.47,134423,Revoked
CSU-2023-1401,Mcbride,Justin,Male,25.0,College Of Education,Bachelor of Elementary Education,1,CHED UniFAST,3.75,105868,Revoked
CSU-2023-1402,Phillips,Lisa,Female,17.0,College Of Arts And Sciences,BS Mathematics,1,None,2.83,124785,Warning
CSU-2023-1403,Hamilton,Keith,Male,19.0,"College Of Management, Economics, And Business",BS Economics,3,CHED UniFAST,1.99,121380,Active
CSU-2023-1404,Wilson,Christopher,Male,23.0,College Of Engineering And Geosciences,BS Mechanical Engineering,1,CHED UniFAST,2.62,111766,Warning
CSU-2023-1405,Smith,Sara,Female,25.0,College Of Arts And Sciences,BS Biology,3,DOST SEI,1.17,117187,Active
CSU-2023-1406,Parks,Michael,Male,25.0,College Of Engineering And Geosciences,BS Mechanical Engineering,3,CHED UniFAST,3.94,23247,Revoked
CSU-2023-1407,Gordon,Mark,Male,22.0,College Of Education,Bachelor of Secondary Education,4,None,3.88,101322,Revoked
CSU-2023-1408,Dixon,Lori,Female,24.0,"College Of Management, Economics, And Business",BS Business Administration,4,CHED UniFAST,3.45,8351,Revoked
CSU-2023-1409,Clark,Michelle,Female,19.0,College Of Arts And Sciences,BS Mathematics,4,CHED UniFAST,3.29,32570,Revoked
CSU-2023-1410,Hoover,Hector,Male,18.0,College Of Arts And Sciences,BS Mathematics,1,CHED UniFAST,3.1,119834,Revoked
CSU-2023-1411,Yang,Heather,Female,22.0,College Of Education,Bachelor of Secondary Education,3,CHED UniFAST,4.15,36252,Revoked
CSU-2023-1412,Allen,Kelly,Female,22.0,College Of Computing And Information Sciences,BS Information Technology,3,CHED UniFAST,1.44,108497,Active
CSU-2023-1413,Gregory,Sharon,Female,24.0,College Of Computing And Information Sciences,BS Computer Science,4,CHED UniFAST,2.83,31665,Warning
CSU-2023-1414,Mcbride,Brian,Male,26.0,College Of Computing And Information Sciences,BS Information Technology,3,None,4.51,21963,Revoked
CSU-2023-1415,Randall,Gabriella,Female,23.0,College Of Computing And Information Sciences,BS Information Technology,1,None,3.07,57189,Revoked
